NAME                     INSTALLED                        FIXED IN                                             TYPE            VULNERABILITY        SEVERITY    EPSS          RISK
ncurses-bin              6.3-2ubuntu0.1                   6.3-2ubuntu0.2                                       deb             CVE-2025-69720       Low         0.4% (36th)   0.1
torch                    2.5.1+cu124                                                                           python          GHSA-c678-jfcj-6jmf  Low         0.4% (32nd)   0.1
libssl3                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2025-69419       Low         0.4% (36th)   0.1
openssl                  3.0.2-0ubuntu1.18                3.0.2-0ubuntu1.21                                    deb             CVE-2025-69419       Low         0.4% (36th)   0.1
libpam-modules           1.4.0-11ubuntu2.4                (won't fix)                                          deb             CVE-2024-10041       Medium      0.3% (18th)   0.1
libpam-modules-bin       1.4.0-11ubuntu2.4                (won't fix)                                          deb             CVE-2024-10041       Medium      0.3% (18th)   0.1
libpam-runtime           1.4.0-11ubuntu2.4                (won't fix)                                          deb             CVE-2024-10041       Medium      0.3% (18th)   0.1
libpam0g                 1.4.0-11ubuntu2.4                (won't fix)                                          deb             CVE-2024-10041       Medium      0.3% (18th)   0.1
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2026-48961       Medium      0.3% (17th)   0.1
libgssapi-krb5-2         1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-11850       Medium      0.3% (17th)   0.1
libk5crypto3             1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-11850       Medium      0.3% (17th)   0.1
libkrb5-3                1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-11850       Medium      0.3% (17th)   0.1
libkrb5support0          1.19.2-2ubuntu0.4                1.19.2-2ubuntu0.8                                    deb             CVE-2026-11850       Medium      0.3% (17th)   0.1
libmfx1                  22.3.0-1                                                                              deb             CVE-2023-47169       Medium      0.3% (17th)   0.1
perl-base                5.34.0-3ubuntu1.3                                                                     deb             CVE-2026-7017        Medium      0.3% (17th)   0.1
login                    1:4.8.1-2ubuntu2.2                                                                    deb             CVE-2023-29383       Low         0.4% (35th)   0.1
passwd                   1:4.8.1-2ubuntu2.2                                                                    deb             CVE-2023-29383       Low         0.4% (35th)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2026-66038       Medium      0.3% (17th)   0.1
coreutils                8.32-4.1ubuntu1.2                (won't fix)                                          deb             CVE-2016-2781        Low         0.4% (34th)   0.1
libpng-dev               1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-65018       Medium      0.3% (16th)   0.1
libpng16-16              1.6.37-3build5                   1.6.37-3ubuntu0.1                                    deb             CVE-2025-65018       Medium      0.3% (16th)   0.1
diffutils                1:3.8-0ubuntu2                                                                        deb             CVE-2026-53910       Medium      0.3% (16th)   0.1
libaom3                  3.3.0-1ubuntu0.1                                                                      deb             CVE-2026-56210       Medium      0.2% (15th)   0.1
login                    1:4.8.1-2ubuntu2.2                                                                    deb             CVE-2024-56433       Low         0.4% (33rd)   0.1
passwd                   1:4.8.1-2ubuntu2.2                                                                    deb             CVE-2024-56433       Low         0.4% (33rd)   0.1
ffmpeg                   7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libavcodec58             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libavdevice58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libavfilter7             7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libavformat58            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libavutil56              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libpostproc55            7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libswresample3           7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libswscale5              7:4.4.2-0ubuntu0.22.04.1         (won't fix)                                          deb             CVE-2024-36618       Medium      0.2% (15th)   0.1
libva-drm2               2.14.0-1                                                                              deb             CVE-2023-39929       Medium      0.2% (15th)   0.1
libva-x11-2              2.14.0-1                                                                              deb             CVE-2023-39929       Medium      0.2% (15th)   0.1
